#delta_innesco		best_delta		diff

0.3			0.775			0.1460
0.4			0.880			0.0993
0.5			0.985			0.0657
0.6			1.090			0.0285
0.7			1.180			0.0005
0.8			1.235			0.0004
0.9			1.220			0.0016
1.0			1.220			0
1.1			1.250			0.0014
1.2			1.200			0.0016
1.3			1.320			0.0211
1.4			1.410			0.0467
1.5			1.500			0.0777
1.6			1.600			0.1057	
