0 1.64991 0
1 1.64955 0.000357
2 1.64893 0.000653679
3 1.64804 0.00099814
4 1.64689 0.00138873
5 1.64546 0.00182296
6 1.64375 0.00230138
7 1.64175 0.00282435
8 1.63945 0.00339336
9 1.63683 0.00401017
10 1.63387 0.0046769
11 1.63057 0.00539581
12 1.62691 0.00616982
13 1.62286 0.00700198
14 1.61841 0.00789541
15 1.61352 0.00885326
16 1.60819 0.00987896
17 1.60238 0.0109754
18 1.59608 0.0121452
19 1.58926 0.0133903
20 1.5819 0.0147115
21 1.57398 0.0161089
22 1.56548 0.0175811
23 1.5564 0.0191252
24 1.54673 0.0207365
25 1.53648 0.0224085
26 1.52564 0.0241328
27 1.51424 0.0258989
28 1.5023 0.0276943
29 1.48986 0.0295045
30 1.47697 0.0313135
31 1.46368 0.0331041
32 1.45006 0.0348585
33 1.43617 0.0365585
34 1.4221 0.0381869
35 1.40792 0.0397271
36 1.39372 0.0411649
37 1.37958 0.0424878
38 1.36559 0.0436865
39 1.35181 0.0447541
40 1.33832 0.0456866
41 1.32517 0.0464831
42 1.31242 0.0471448
43 1.30012 0.0476756
44 1.2883 0.048081
45 1.27697 0.0483681
46 1.26617 0.0485453
47 1.25589 0.0486215
48 1.24615 0.0486063
49 1.23692 0.0485093
50 1.22821 0.0483401
51 1.21999 0.048108
52 1.21226 0.0478219
53 1.20497 0.0474899
54 1.19812 0.0471199
55 1.19166 0.0467188
56 1.18558 0.0462929
57 1.17985 0.0458478
58 1.17443 0.0453884
59 1.16931 0.0449188
60 1.16445 0.0444428
61 1.15983 0.0439635
62 1.15542 0.0434833
63 1.15122 0.0430044
64 1.1472 0.0425285
65 1.14333 0.0420569
66 1.13962 0.0415906
67 1.13604 0.0411303
68 1.13259 0.0406767
69 1.12925 0.0402302
70 1.12602 0.0397909
71 1.12289 0.0393591
72 1.11985 0.0389348
73 1.1169 0.0385181
74 1.11404 0.0381091
75 1.11124 0.0377078
76 1.10852 0.0373143
77 1.10586 0.0369287
78 1.10326 0.0365511
79 1.1007 0.0361816
80 1.09819 0.0358205
81 1.09571 0.0354679
82 1.09325 0.0351241
83 1.09081 0.0347894
84 1.08837 0.0344638
85 1.08593 0.0341477
86 1.08349 0.0338412
87 1.08104 0.0335444
88 1.07856 0.0332575
89 1.07606 0.0329806
90 1.07354 0.0327134
91 1.071 0.0324559
92 1.06843 0.0322079
93 1.06583 0.0319689
94 1.06321 0.0317386
95 1.06058 0.0315163
96 1.05794 0.0313015
97 1.05529 0.0310936
98 1.05264 0.0308916
99 1.05 0.030695
100 1.04737 0.0305028
101 1.04477 0.0303142
102 1.0422 0.0301286
103 1.03966 0.0299451
104 1.03717 0.0297632
105 1.03473 0.029582
106 1.03234 0.0294012
107 1.03002 0.0292203
108 1.02776 0.0290389
109 1.02557 0.0288567
110 1.02345 0.0286737
111 1.02141 0.0284898
112 1.01945 0.0283049
113 1.01756 0.0281191
114 1.01574 0.0279326
115 1.014 0.0277456
116 1.01232 0.0275584
117 1.01072 0.0273711
118 1.00917 0.0271841
119 1.00768 0.0269977
120 1.00625 0.0268121
121 1.00486 0.0266276
122 1.00351 0.0264446
123 1.0022 0.0262632
124 1.00092 0.0260837
125 0.999665 0.0259062
126 0.998432 0.0257309
127 0.997217 0.025558
128 0.996016 0.0253876
129 0.994826 0.0252196
130 0.993645 0.0250542
131 0.992473 0.0248913
132 0.991307 0.0247309
133 0.990148 0.024573
134 0.988996 0.0244175
135 0.987852 0.0242643
136 0.986717 0.0241133
137 0.985591 0.0239643
138 0.984478 0.0238173
139 0.983379 0.0236721
140 0.982295 0.0235286
141 0.981231 0.0233866
142 0.980187 0.0232459
143 0.979167 0.0231064
144 0.978173 0.022968
145 0.977208 0.0228306
146 0.976273 0.022694
147 0.975371 0.0225582
148 0.974501 0.0224231
149 0.973666 0.0222888
150 0.972865 0.0221552
151 0.972097 0.0220223
152 0.971362 0.0218903
153 0.970658 0.0217591
154 0.969983 0.0216288
155 0.969336 0.0214994
156 0.968714 0.0213711
157 0.968114 0.0212439
158 0.967536 0.0211177
159 0.966976 0.0209928
160 0.966434 0.0208691
161 0.965908 0.0207465
162 0.965396 0.0206252
163 0.964897 0.0205051
164 0.964412 0.0203862
165 0.963939 0.0202686
166 0.963479 0.0201521
167 0.963032 0.0200368
168 0.962597 0.0199226
169 0.962175 0.0198096
170 0.961767 0.0196976
171 0.961371 0.0195867
172 0.96099 0.0194769
173 0.960622 0.0193682
174 0.960267 0.0192604
175 0.959926 0.0191537
176 0.959597 0.0190481
177 0.959279 0.0189434
178 0.958973 0.0188398
179 0.958677 0.0187371
180 0.958389 0.0186356
181 0.958108 0.018535
182 0.957833 0.0184355
183 0.957561 0.018337
184 0.957292 0.0182396
185 0.957024 0.0181433
186 0.956755 0.018048
187 0.956483 0.0179538
188 0.956207 0.0178607
189 0.955926 0.0177687
190 0.955639 0.0176777
191 0.955346 0.0175879
192 0.955046 0.0174991
193 0.954738 0.0174114
194 0.954425 0.0173247
195 0.954105 0.017239
196 0.953781 0.0171543
197 0.953453 0.0170706
198 0.953121 0.0169879
199 0.952789 0.016906
